Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track
Mala Fama,Mala Fama,Danna Paola,3/28/2019,MXUM71900480,"3,209",24.3,346737588.00,25823.00,6551065.00,62.00,859633229.00,5596983.00,131003.00,15861564.00,141133651.00,114882014.00,26.00,3395.00,18.00,8.00,18898.00,17.00,1854603.00,3604.00,,710052.00,,0
banking on me,DS4EVER (Deluxe),Gunna,01-07-2022,QMCE32200098,"3,222",24.3,170941932.00,73853.00,8684961.00,62.00,68412662.00,574589.00,27400.00,12640222.00,101411557.00,307396103.00,17.00,38519.00,261.00,6.00,59038.00,6.00,9902950.00,4623.00,,824789.00,,1
Main Sharabi,Main Sharabi,Rajeev Raja,12-06-2020,INA2M2000029,"3,225",24.2,5984965.00,1054.00,63371.00,35.00,722868512.00,3856431.00,4226.00,97737.00,1676397.00,,,3.00,,,,,,,,53348.00,,0
Paris,Paris,The Chainsmokers,1/13/2017,USQX91603031,"3,243",24.2,1188567787.00,125952.00,35637449.00,68.00,96234317.00,684919.00,1173367.00,58227763.00,388633141.00,367951.00,99.00,47278.00,91.00,55.00,634007.00,20.00,251208489.00,114412.00,1880533.00,4914487.00,,0
Ayang,Ayang,Nabila Maharani,10-05-2022,IDA832108560,"3,233",24.2,1088915.00,89.00,29328.00,31.00,45683645.00,212924.00,2100000.00,92096902.00,1504849718.00,,,53.00,,,,,,,,36502.00,,0
You & Me (Coachella ver.),JENNIE Special Single [You & Me],JENNIE,10-06-2023,KRA402300042,"3,223",24.2,68266114.00,3723.00,4165912.00,,110533031.00,640587.00,,,,,4.00,,,,,,,,,191626.00,,0
MERCEDES CAROTA,nadie sabe lo que va a pasar maï¿½ï¿,Bad Bunny,10/13/2023,QMFME2364192,"3,231",24.2,102660899.00,18253.00,6004573.00,,32838380.00,323861.00,3233.00,2189880.00,21328128.00,2634695.00,9.00,186.00,,,,3.00,3314440.00,726.00,,208933.00,,1
Heavy On My Heart,"2 Faced, Pt. 2",LUCKI,5/31/2024,USUYG1551958,"3,237",24.2,3495596.00,848.00,6929395.00,,757869.00,24482.00,,,,381728.00,4.00,2.00,4.00,,,8.00,6382.00,12.00,356530.00,29596.00,,1
Not So Bad (Leans Gone Cold),Sremm 4 Life,Rae Sremmurd,04-07-2023,USUM72303405,"3,230",24.2,45382812.00,26937.00,2239607.00,57.00,55687483.00,788743.00,163701.00,4240089.00,53885377.00,180034531.00,4.00,1377.00,26.00,1.00,4099.00,1.00,16342786.00,2392.00,,1004688.00,,1
JGL,JGL,La Adictiva,2/18/2022,MXA411400136,"3,241",24.2,437825141.00,37050.00,18118265.00,70.00,138771397.00,987474.00,250537.00,41061849.00,550954115.00,,17.00,4299.00,,2.00,67662.00,11.00,44781013.00,14175.00,,641134.00,,1
Swimming Pools (Drank),"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,01-01-2012,USUM71207642,"3,227",24.2,731646994.00,157106.00,24325603.00,75.00,149345457.00,1143981.00,40220.00,10917801.00,87387158.00,395108.00,62.00,126.00,21.00,27.00,47780.00,14.00,665742058.00,753880.00,,6577435.00,,1
Kool-Aid,Kool-Aid,Bring Me The Horizon,01-05-2024,GBARL2301975,"3,235",24.2,49756092.00,11905.00,10502401.00,73.00,16624763.00,340925.00,5352.00,214666.00,4372.00,15168530.00,12.00,3566.00,5.00,9.00,277848.00,22.00,2053888.00,472.00,351383.00,65087.00,,1
Can't Remember to Forget You,Can't Remember to Forget You,Shakira,1/13/2014,USRC11301790,"3,228",24.2,526083566.00,76288.00,26987950.00,69.00,1460145349.00,7622345.00,56018.00,34115468.00,212271619.00,1707525092.00,40.00,11313.00,1.00,38.00,278693.00,16.00,60118803.00,44915.00,,5075463.00,,0
Bad Things (with Camila Cabello),Bad Things,mgk,10/14/2016,USUM71609854,"3,226",24.2,683966195.00,70054.00,13629016.00,65.00,570116637.00,4467555.00,54403.00,9917672.00,57154966.00,36834339.00,62.00,14822.00,12.00,21.00,48262.00,9.00,310531184.00,182439.00,,6123810.00,,0
Feather - Sped Up,Feather (Sped Up),Sabrina Carpenter,08-04-2023,USUM72311527,"3,236",24.2,22007314.00,2582.00,3001576.00,54.00,,,1100000.00,73900301.00,750594068.00,,1.00,11.00,150.00,,,,35115.00,1022.00,,221129.00,,1
Softcore,The Neighbourhood,The Neighbourhood,03-09-2018,USSM11800523,"3,234",24.2,915401494.00,155329.00,39721831.00,80.00,223385717.00,2683841.00,188807.00,155773701.00,1120661792.00,94156143.00,31.00,1149.00,183.00,26.00,201960.00,14.00,4988511.00,7679.00,,4588227.00,,0
Sacrifice,The Highlights (Deluxe),The Weeknd,02-05-2021,USUG12106685,"3,240",24.2,387273112.00,61978.00,16015269.00,65.00,103938760.00,1316097.00,21110.00,10221959.00,179105827.00,2664563656.00,59.00,201646.00,708.00,42.00,2095389.00,39.00,8539058.00,2764.00,,1926829.00,,1
The Prophecy,THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY,Taylor Swift,4/19/2024,USUG12402548,"3,224",24.2,81419779.00,3003.00,13808567.00,,4628735.00,66025.00,,106802.00,485970.00,,6.00,45.00,,,,13.00,917387.00,636.00,,35017.00,,0
Attention,Attention,Doja Cat,6/16/2023,USRC12301102,"3,239",24.2,124343335.00,25076.00,9223630.00,59.00,38371589.00,948608.00,19555.00,21295468.00,244276844.00,1278125.00,37.00,18360.00,41.00,28.00,137444.00,33.00,3872525.00,3280.00,,497479.00,,1
Replay,Now! 15,Iyaz,01-01-2009,USRE10901161,"3,232",24.2,941989512.00,202958.00,78141768.00,74.00,680420701.00,5796336.00,248312.00,30186137.00,239082117.00,208116538.00,49.00,37387.00,58.00,24.00,370752.00,6.00,505346500.00,567747.00,,6223045.00,,0
MVP,MVP,Shubh,05-10-2024,INW262400751,"3,229",24.2,13194395.00,706.00,5333338.00,70.00,13890373.00,454342.00,,,,19904542.00,18.00,45.00,,,,13.00,8516.00,1.00,,26440.00,,1
Around Me (feat. Don Toliver),HEROES & VILLAINS,Metro Boomin,12-02-2022,USUG12208788,"3,238",24.2,223785164.00,57258.00,5817337.00,71.00,15012510.00,128598.00,10832.00,6101983.00,56806507.00,,10.00,67.00,,2.00,19747.00,,592559.00,668.00,,,,1
PHONKY TOWN,Phonky Town,PlayaPhonk,3/16/2021,QZDA82146449,"3,242",24.2,272702293.00,96215.00,17590009.00,62.00,79195534.00,938464.00,551633.00,191409490.00,1530938016.00,4455085.00,22.00,9.00,,5.00,90934.00,1.00,,,,1942410.00,,1
We Rollin,WE ROLLIN,Shubh,9/17/2021,QZMEQ2168582,"3,245",24.1,258337879.00,25049.00,3683882.00,65.00,297136479.00,3230400.00,761830.00,14183967.00,226438634.00,795121.00,9.00,93.00,,,,2.00,13762.00,29.00,,339861.00,,1
Si Te La Encuentras Por Ahï¿,Si Te La Encuentras Por Ahï¿,Feid,08-05-2022,USUM72214628,"3,254",24.1,245582383.00,50023.00,10033886.00,65.00,100812283.00,754232.00,28407.00,6489257.00,97281914.00,319953187.00,19.00,5593.00,75.00,6.00,272667.00,3.00,2377785.00,259.00,,313095.00,,0
Daru Badnaam,Daru Badnaam,Param Singh,12/24/2016,GBLQN1619802,"3,246",24.1,92896589.00,15887.00,2265888.00,57.00,1409748329.00,8483910.00,390900.00,10757515.00,203136653.00,59414723.00,5.00,367.00,,,,4.00,,,,263588.00,,0
NARCISSISTIC PERSONALITY DISORDER,Narcissistic Personality Disorder - Single,Odetari,04-01-2023,QZHN62339350,"3,248",24.1,183162195.00,30174.00,5050179.00,69.00,45192343.00,634145.00,166309.00,37085192.00,229093751.00,,1.00,7.00,,,,,493769.00,1560.00,376683.00,469880.00,,1
Memory Lane,Memory Lane - Single,Old Dominion,01-05-2023,USAN22200051,"3,260",24.1,116035112.00,12404.00,6217052.00,61.00,11537522.00,78076.00,3454.00,586409.00,10490564.00,151376171.00,35.00,152815.00,378.00,5.00,88483.00,30.00,51784536.00,5255.00,,312027.00,,0
24 (feat. Lil Baby),24 (feat. Lil Baby),Money Man,8/14/2020,USUYG1327132,"3,267",24.1,390733154.00,105426.00,12610976.00,64.00,131372042.00,1114310.00,7376.00,2506375.00,24693976.00,4105289.00,49.00,43.00,40.00,,,2.00,76615431.00,34462.00,,,,1
THE SHADE,WHO CARES?,Rex Orange County,03-11-2022,USRC12102927,"3,263",24.1,350427750.00,49991.00,14312352.00,71.00,124215789.00,737982.00,204742.00,61504934.00,569263172.00,544115326.00,15.00,15807.00,,10.00,36767.00,13.00,397851.00,508.00,,477438.00,,0
You,You,Regard,4/16/2021,GBCEN2100035,"3,249",24.1,313144836.00,59063.00,18646872.00,62.00,63377694.00,505563.00,53473.00,9402727.00,105002413.00,9385389.00,153.00,122148.00,285.00,53.00,431971.00,47.00,101741112.00,10653.00,,2293223.00,,1
Thinking out Loud,Full Circle: The Live Anthology,Ed Sheeran,11/20/2011,GBAHS1400099,"3,253",24.1,2502925593.00,212574.00,119020197.00,76.00,430771444.00,3399564.00,168386.00,63593438.00,548933681.00,25654740.00,360.00,197343.00,100.00,346.00,1160637.00,80.00,,,,26904347.00,,0
Cake By The Ocean - Cover,COOL & POP HIT CHART!!,LOVE BGM JPN,3/20/2023,TCJPU2397752,"3,329",24.1,,,,,,,,,,,,,,,,,,,,,,1
Mbappe,"SEN2 KBRN, VOL. 2",Eladio Carrion,11/18/2022,QMDA72266870,"3,250",24.1,204730798.00,35882.00,4007932.00,68.00,94105710.00,701021.00,153900.00,45043047.00,411286349.00,2672924.00,12.00,4737.00,836.00,6.00,83143.00,9.00,1156454.00,799.00,,258504.00,,1
Maria,Marï¿½,HWASA,6/29/2020,KRA382002246,"3,258",24.1,280901994.00,31034.00,6694945.00,63.00,489518287.00,8770696.00,854500.00,100199461.00,948594062.00,14011677.00,6.00,3915.00,7.00,6.00,43233.00,20.00,2248413.00,3097.00,,126970.00,,0
PRIMER AVISO,PRIMER AVISO - Single,Maria Becerra,2/29/2024,USWL12400615,"3,244",24.1,28563790.00,1755.00,8072460.00,19.00,40333378.00,420833.00,,205870.00,1423100.00,159095018.00,2.00,4075.00,,14.00,439014.00,19.00,111604.00,,,59172.00,,0
Butakera,Butakera,La Joaqui,7/28/2022,ARACN2200009,"3,259",24.1,127392768.00,22713.00,6540862.00,59.00,129725858.00,558219.00,897800.00,280690579.00,2966243206.00,7595234.00,5.00,1253.00,,8.00,41707.00,5.00,39938.00,55.00,,282479.00,,0
Savage,Savage - The 1st Mini Album - EP,aespa,10-05-2021,KRA302100326,"3,247",24.1,222400657.00,19680.00,9854978.00,68.00,399807694.00,5239967.00,113542.00,141153423.00,936285256.00,145924225.00,21.00,3257.00,148.00,1.00,4799.00,17.00,577999.00,666.00,,400154.00,,0
Destino o casualidad (feat. Ha*Ash),Destino o casualidad (feat. Ha*Ash) - Single,Melendi,05-01-2018,ES5151801626,"3,257",24.1,,,,,1260431361.00,3643373.00,,,,7381198.00,14.00,,,,,,,,,1142692.00,,0
Mad at Disney,Mad at Disney,salem ilese,6/24/2020,QMEZE2076989,"3,265",24.1,335604759.00,47721.00,9209948.00,3.00,155802565.00,3846286.00,1961193.00,340937251.00,2759903957.00,1644734.00,39.00,21424.00,,272.00,26241.00,1.00,25337036.00,48345.00,,1008719.00,,0
TE AMO ï¿½,TE AMO ï¿½,Fer Vazquez,4/30/2024,ARC082400003,"3,264",24.1,5790738.00,369.00,3488921.00,64.00,20489530.00,159632.00,,,,16582955.00,1.00,1068.00,,6.00,298082.00,4.00,2039.00,11.00,,27697.00,,0
Dilemma,Dilemma,Green Day,12-07-2023,USRE12201093,"3,268",24.1,15987089.00,4424.00,5306843.00,,4035815.00,111954.00,,,,1730920237.00,9.00,72182.00,64.00,7.00,193338.00,21.00,1051867.00,256.00,,183738.00,,0
Kitchen Stove,Kitchen Stove,Pozer,2/23/2024,GBARL2400167,"3,266",24.1,20395364.00,3841.00,6746386.00,,5280055.00,70627.00,,,,24444704.00,4.00,974.00,,5.00,220079.00,16.00,,,3472834.00,54940.00,,1
Luchtballon,Luchtballon,Joost,06-04-2024,NL4TG2400013,"3,251",24.1,4794950.00,498.00,2896644.00,67.00,3452898.00,170142.00,,,,2075242.00,3.00,69.00,,3.00,281784.00,2.00,646.00,,,12447.00,,0
Trojan Horse,Split Decision,Dave,06-04-2023,GBUM72305707,"3,252",24.1,76510509.00,35841.00,3367961.00,64.00,11734153.00,115504.00,61.00,5249.00,76912.00,5542.00,30.00,127.00,,3.00,289994.00,4.00,151911.00,164.00,2313730.00,138675.00,,1
Porque Te Vas,Porque Te Vas,Victor Cibrian,04-05-2024,QZ9QQ2400258,"3,262",24.1,31438986.00,1429.00,21671170.00,74.00,21490653.00,239191.00,3514.00,,,,1.00,8.00,,2.00,1076696.00,,91422.00,300.00,59394.00,212412.00,,0
Neon Pill,Neon Pill,Cage The Elephant,1/19/2024,USRC12303405,"3,261",24.1,12032878.00,3204.00,6664877.00,,1683275.00,38016.00,,,,17276700.00,14.00,58674.00,52.00,10.00,85262.00,22.00,2022938.00,296.00,,120938.00,,0
Beautiful Girl,Beautiful Girl,Luciano,4/28/2022,DECE72201083,"3,255",24.1,191569959.00,73054.00,4131980.00,57.00,55509965.00,448500.00,690.00,12323369.00,129718183.00,80052391.00,16.00,12300.00,,13.00,101700.00,7.00,611.00,,156739.00,343759.00,,0
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)","After The Storm (feat. Tyler, The Creator & Bootsy Collins)",Kali Uchis,01-12-2018,GBUM71706492,"3,256",24.1,589832336.00,139494.00,20487412.00,74.00,208632840.00,2426614.00,43833.00,21945800.00,118952804.00,58506780.00,88.00,2371.00,,31.00,101096.00,21.00,19561450.00,14137.00,24178574.00,1800184.00,,0
Tï¿½ï¿½ Me Dejaste De Qu,Tï¿½ï¿½ Me Dejaste De Querer (feat. Niï¿½ï¿½o de Elche & La ,C. Tangana,11-05-2020,ES5022000718,"3,277",24,401979272.00,80139.00,15198667.00,66.00,236719624.00,1667710.00,101915.00,18751200.00,203030554.00,86821613.00,75.00,15171.00,6.00,33.00,364216.00,13.00,232813.00,694.00,1133646.00,1750278.00,,0
Spotless (feat. The Lumineers),Spotless (feat. The Lumineers),Zach Bryan,8/24/2023,USWB12304905,"3,271",24,157676395.00,21485.00,5429963.00,76.00,5025676.00,28970.00,3492.00,308886.00,2359449.00,3948452.00,13.00,8672.00,302.00,4.00,515925.00,59.00,12486187.00,3596.00,1123740.00,118515.00,,1
These Walls,Radical Optimism,Dua Lipa,05-03-2024,GBAHT2400111,"3,284",24,37789672.00,2484.00,49070048.00,,,,,,,56004473.00,34.00,3623.00,,35.00,1517880.00,49.00,2656320.00,165.00,,48447.00,,1
Egwu,Egwu,Chike,12/15/2023,QZW9L2379698,"3,272",24,35119540.00,2907.00,7078317.00,66.00,45526146.00,393618.00,,11483596.00,163624449.00,138286932.00,24.00,1944.00,,4.00,612699.00,16.00,,,,1958847.00,,0
Die For You (Remix Acapella),Die For You (Remix Acapella) - Single,The Weeknd,03-02-2023,USUG12301604,"3,281",24,,,,,,,,,,,,280002.00,,,,,,,,,,0
Me Rehï¿½ï,Me Rehï¿½ï,Danny Ocean,9/16/2016,USWL11700128,"3,274",24,1779760815.00,90161.00,37656145.00,69.00,734259158.00,3624282.00,513775.00,50587031.00,371899383.00,6608.00,136.00,23294.00,82.00,57.00,1437169.00,6.00,,,,,,0
Baby you,Baby you,ýýýýýý,1/18/2023,JPCO02230140,"3,273",24,30361093.00,6140.00,1321340.00,52.00,30346457.00,499318.00,1530302.00,159193521.00,1949963259.00,70002169.00,16.00,114.00,,,,4.00,,,,250538.00,,0
CUAL ES ESA,FERXXOCALIPSIS,Feid,12-01-2023,USUM72318210,"3,285",24,84131713.00,9659.00,7789551.00,71.00,46945484.00,239851.00,229.00,1550.00,28600.00,76010877.00,5.00,3267.00,,6.00,3588081.00,1.00,145825.00,101.00,,154493.00,,1
Armed And Dangerous,Goodbye & Good Riddance,Juice WRLD,5/23/2018,USUG11802039,"3,283",24,786839663.00,128506.00,20744090.00,70.00,369178947.00,2899865.00,115366.00,15447249.00,108771380.00,52186744.00,37.00,17.00,28.00,14.00,35425.00,8.00,36174479.00,82435.00,,763212.00,,1
Salimo de Noche,Salimo de Noche,Tiago PZK,10/21/2021,AR3N42100003,"3,275",24,315581950.00,56373.00,8132909.00,59.00,200961304.00,1909013.00,203539.00,88373861.00,767313472.00,280284318.00,15.00,5092.00,,15.00,62708.00,7.00,21095.00,,,346879.00,,1
"Eladio Carrion: Bzrp Music Sessions, Vol. 40","Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,06-09-2021,UYB282101016,"3,276",24,312622847.00,59149.00,10135558.00,66.00,275292905.00,3116842.00,71000.00,18807302.00,190656582.00,1635575.00,19.00,403.00,,7.00,121113.00,6.00,2822483.00,1630.00,,515254.00,,1
Love,AFROBOY,Kouz1,1/13/2023,DGA082226042,"3,269",24,41059494.00,17144.00,2565553.00,40.00,76632734.00,573257.00,821200.00,62289548.00,1163210746.00,,4.00,2210.00,,1.00,6562.00,,,,,510815.00,,0
La Gozadera,Full Circle: The Live Anthology,Gente De Zona,11/20/2011,USSD11500071,"3,286",24,613120952.00,70633.00,25238321.00,69.00,1740143685.00,4862755.00,134831.00,27997984.00,266381642.00,268187596.00,105.00,19259.00,59.00,48.00,157490.00,46.00,105181711.00,88056.00,,4595901.00,,0
Skechers,Skechers,DripReport,01-12-2020,QZFYX2083092,"3,280",24,402600493.00,78831.00,9948573.00,60.00,31685487.00,843639.00,1921469.00,308754044.00,2812434668.00,70368.00,41.00,,,8.00,62612.00,2.00,6114736.00,122858.00,,3331270.00,,1
I Feel Like I'm Drowning,I Feel Like I'm Drowning,Two Feet,11-10-2017,USUM71709320,"3,270",24,503915156.00,116054.00,26974343.00,72.00,395172100.00,4550650.00,172195.00,57781993.00,485983172.00,19024819.00,10.00,28138.00,73.00,10.00,106988.00,10.00,133226702.00,41440.00,,5040350.00,,0
Ando Enfocado,Ando Enfocado,Jaziel Avilez,11/18/2022,QZTGS2200203,"3,278",24,191918763.00,17921.00,8023886.00,67.00,168330437.00,768931.00,51300.00,4813141.00,63785723.00,,6.00,6.00,3.00,2.00,50523.00,6.00,25400655.00,3262.00,,404205.00,,0
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,10-06-2023,USUG12306094,"3,282",24,328526298.00,14390.00,6681758.00,,17047473.00,217601.00,93800.00,18344787.00,197098789.00,407.00,24.00,37.00,,6.00,123064.00,,,,,,,0
Downtown,Downtown,Anitta,11/19/2017,BRWMB0700761,"3,279",24,678928131.00,57167.00,19566520.00,72.00,775603021.00,5185313.00,272600.00,72091395.00,567535888.00,419111609.00,58.00,8828.00,141.00,144.00,254568.00,46.00,57268252.00,20138.00,,2588672.00,,0
Crï¿½ï¿,Crï¿½ï¿,KAROL G,11-02-2018,USUM71817050,"3,287",24,474863499.00,33671.00,14288251.00,67.00,817844545.00,3801744.00,22342.00,1320930.00,21632035.00,149759944.00,28.00,6537.00,8.00,24.00,209963.00,34.00,60496578.00,8863.00,,51229.00,,0
"Go Loko (feat. Tyga, Jon Z)",Go Loko,YG,05-03-2019,USUM71904934,"3,306",23.9,359828344.00,77046.00,11168503.00,56.00,294072510.00,3184637.00,1311823.00,40532086.00,289928883.00,3159297.00,29.00,13007.00,97.00,21.00,37239.00,4.00,47722670.00,61724.00,,2142565.00,,1
REMIX EXCLUSIVO,REMIX EXCLUSIVO,Feid,3/17/2023,USUM72304040,"3,292",23.9,185448173.00,32140.00,17704359.00,66.00,64774453.00,486024.00,17536.00,2313721.00,19349275.00,5630.00,18.00,4148.00,25.00,5.00,381761.00,19.00,3645201.00,353.00,,347852.00,,1
"ZEIT, DASS SICH WAS DREHT","ZEIT, DASS SICH WAS DREHT",$OHO BANI,2/23/2024,DEKF22400164,"3,291",23.9,54065563.00,7779.00,9672092.00,73.00,6744201.00,72802.00,,,,89825480.00,18.00,7736.00,,16.00,9108102.00,16.00,,,,198646.00,,1
Corazï¿½ï¿½n Roto pt. 3 (feat. Jhayco & Ryan Cas,Corazï¿½ï¿½n Roto p,Brray,09-08-2023,USUM72313435,"3,297",23.9,139751220.00,18392.00,12791215.00,20.00,49641305.00,248150.00,,,,28619808.00,14.00,,,13.00,211845.00,,,,,235413.00,,1
penjaga hati,penjaga hati,Nadhif Basalamah,6/21/2023,DGA052306119,"3,304",23.9,252681087.00,11425.00,9250560.00,76.00,99627762.00,516029.00,,35520433.00,341258424.00,45212529.00,10.00,4037.00,,,,,,,,163467.00,,0
"Vaathi Coming (From ""Master"")","Vaathi Coming (From ""Master"")",Anirudh Ravichander,03-10-2020,INS172000675,"3,300",23.9,94152948.00,9693.00,3944785.00,56.00,675223784.00,6031429.00,878600.00,51767552.00,848894091.00,156425286.00,7.00,323.00,,,,8.00,14043.00,,,166731.00,,0
3 Headed Goat (feat. Lil Baby & Polo G),3 Headed Goat,Lil Durk,05-07-2020,USUM72009132,"3,294",23.9,354889332.00,121632.00,12554800.00,65.00,143802247.00,1597342.00,32776.00,14487556.00,91865926.00,19727912.00,53.00,5126.00,,7.00,47181.00,7.00,24480728.00,26981.00,,881261.00,,1
Monica,LOVE AND CHAOS,Kuami Eugene,10-12-2023,USUYG1502416,"3,298",23.9,3604452.00,787.00,624598.00,,7474271.00,69482.00,839100.00,9769727.00,167597754.00,7275696.00,4.00,322.00,,,,,7910.00,32.00,,216973.00,,1
Home (Lala),Expectations,Dayzy,1/17/2023,QMFMF2214684,"3,288",23.9,,1.00,63.00,,307164348.00,603059.00,,,,26664062.00,,7.00,,,,,,,,2.00,,0
La Playa,La Playa,Myke Towers,04-09-2019,QM6MZ1924281,"3,290",23.9,322757243.00,60278.00,9152097.00,62.00,640816810.00,3577858.00,191433.00,28268064.00,215995105.00,4594525.00,26.00,1370.00,27.00,5.00,23543.00,16.00,18991444.00,10517.00,,833830.00,,1
ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý,ýýýýýýýý ýýýýýýýýýý - ýýýýýýýýýý - Single,DJW9,5/16/2023,QZK6L2307991,"3,303",23.9,,8.00,55.00,,230878707.00,1434387.00,,,,5869394.00,,357.00,,,,,,,,42191.00,,0
UN RAGAZZO UNA RAGAZZA,UN RAGAZZO UNA RAGAZZA,The Kolors,02-07-2024,ITQ002400024,"3,295",23.9,43499127.00,2622.00,6350531.00,16.00,25364611.00,117410.00,,,,198024759.00,13.00,22672.00,,5.00,3104127.00,14.00,19414.00,,,323924.00,,0
Pasilyo,Pasilyo,SunKissed Lola,10/28/2022,AUBEC2225179,"3,301",23.9,219619875.00,22109.00,8739702.00,69.00,99634133.00,478880.00,629683.00,71365682.00,513855630.00,,4.00,1523.00,,,,,,,,269368.00,,0
Wasted Summers,Wasted Summers,juju<3,07-12-2023,QZNWT2328449,"3,307",23.9,145323071.00,25526.00,11685238.00,73.00,3663144.00,87691.00,272260.00,104929528.00,725884052.00,24535.00,10.00,67.00,93.00,,,,,,1693.00,230133.00,,0
Ruin,Ruin,USHER,02-02-2024,QZS7J2388470,"3,296",23.9,19485870.00,2963.00,10829291.00,,8261042.00,139661.00,,,,85979923.00,38.00,37311.00,155.00,4.00,98287.00,32.00,3504611.00,728.00,306630.00,330495.00,,0
Hasta la Raï¿½,Hasta la Raï¿½,Natalia Lafourcade,01-06-2015,MXF011400582,"3,310",23.9,657268053.00,85246.00,30225538.00,74.00,1022323850.00,6592447.00,1278026.00,307053317.00,2833651298.00,13674137.00,62.00,7945.00,63.00,39.00,1228654.00,62.00,24982305.00,20136.00,,,,0
RATATATA,RATATATA,BABYMETAL,5/23/2024,GBDHC2549601,"3,289",23.9,12875105.00,2081.00,11902188.00,73.00,1913446.00,61995.00,,,,27144919.00,8.00,112.00,,8.00,394285.00,13.00,96725.00,87.00,,19323.00,,1
Seasons,Seasons,Thirty Seconds To Mars,8/15/2023,USC4R2228396,"3,311",23.9,21188649.00,3940.00,2622151.00,53.00,3560845.00,38522.00,7977.00,1643924.00,34908043.00,13637534.00,22.00,131214.00,114.00,14.00,68273.00,13.00,3379301.00,492.00,,518264.00,,1
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,4/25/2019,NLM5S1900528,"3,314",23.9,650003788.00,101864.00,28028039.00,66.00,81796283.00,973317.00,1827953.00,140205934.00,1556374953.00,228229299.00,119.00,2151.00,,71.00,1362975.00,18.00,18664339.00,11955.00,5522362.00,2791949.00,,1
Con La Brisa,Black Panther: Wakanda Forever - Music From and Inspired By,Foudeqush,11-04-2022,USHR12244835,"3,313",23.9,92384851.00,21304.00,1941527.00,59.00,170892300.00,978438.00,41600.00,33841573.00,326613325.00,,9.00,194.00,28.00,1.00,33.00,,,,1168388.00,1926994.00,,0
Ademï¿½ï¿½s de Mï¿½ï¿½,Ademï¿½ï¿½s de Mï¿½ï¿½,Rusherking,03-04-2021,QM4TX2108898,"3,309",23.9,206311125.00,38601.00,7092659.00,62.00,452730002.00,3243360.00,,,,108084173.00,10.00,204.00,6.00,5.00,33769.00,8.00,,,,266387.00,,1
Someone To You,Someone to You,BANNERS,06-09-2017,USUM71705215,"3,312",23.9,840041803.00,147478.00,46983313.00,70.00,219305472.00,2631856.00,479639.00,177285316.00,1133729550.00,38730.00,69.00,166006.00,50.00,22.00,154103.00,16.00,15118341.00,19027.00,,5463138.00,,0
Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),Idina Menzel,11/15/2019,USWD11994671,"3,299",23.9,261261513.00,22264.00,11996134.00,62.00,636887969.00,3145041.00,12708.00,11647515.00,85253285.00,49066773.00,28.00,996.00,,2.00,12065.00,8.00,60854875.00,89227.00,,271492.00,,0
Cheat On Me (feat. Dave),Cheat On Me (feat. Dave),Burna Boy,8/22/2023,USAT22307525,"3,293",23.9,57146959.00,26832.00,6612892.00,58.00,10407451.00,123510.00,,1083.00,16954.00,567550.00,31.00,5236.00,,12.00,294513.00,20.00,1096378.00,165.00,1400804.00,276612.00,,1
Winners In Paris,Winners In Paris,Sleepy Hallow,05-08-2024,USRC12401281,"3,308",23.9,9889717.00,1826.00,25270438.00,,,,,,,,15.00,25.00,16.00,13.00,357335.00,16.00,346143.00,215.00,988798.00,25938.00,,1
In Your Love,In Your Love,Tyler Childers,7/27/2023,USRC12300844,"3,305",23.9,86069322.00,17650.00,15787518.00,60.00,15451799.00,202322.00,27450.00,10266486.00,101213993.00,151406536.00,25.00,34979.00,23.00,4.00,32137.00,69.00,23037029.00,5746.00,,287728.00,,0
Poker Face,The Fame,Lady Gaga,01-01-2008,USUM70824409,"3,302",23.9,1285242562.00,216338.00,88471248.00,77.00,256379013.00,2156909.00,265724.00,129356785.00,1231170484.00,316.00,172.00,287903.00,268.00,98.00,1410983.00,65.00,283521080.00,769916.00,,8551662.00,,0
ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,ýýýýýýýýýýýýýýýýýý ýýýýýýýýýýýý,MORGENSHTERN,03-08-2024,RUAGV2401222,"3,328",23.8,11170433.00,2065.00,364180.00,61.00,35976070.00,1087118.00,,5014.00,35066.00,,11.00,3.00,,2.00,34118.00,,,,,428081.00,,1
